Time,Open,High,Low,Close,Volume
2014.02.28 17:15:00,47440,47525,47415,47500,4868
2014.02.28 17:30:00,47495,47620,47485,47595,5014
2014.02.28 17:45:00,47605,47610,47460,47600,3829
2014.03.05 13:00:00,47535,47535,47215,47365,11144
2014.03.05 13:15:00,47365,47370,47015,47055,11213
2014.03.05 13:30:00,47050,47180,47015,47095,6620
2014.03.05 13:45:00,47095,47145,47040,47125,3718
2014.03.05 14:00:00,47120,47125,46880,46940,9941
2014.03.05 14:15:00,46940,47080,46925,47010,6675
2014.03.05 14:30:00,47010,47120,46995,47005,6288
2014.03.05 14:45:00,47015,47095,46985,47080,5562
2014.03.05 15:00:00,47080,47095,46960,47040,6291
2014.03.05 15:15:00,47040,47095,46990,47050,3169
2014.03.05 15:30:00,47045,47075,46985,47030,2567
2014.03.05 15:45:00,47030,47035,46890,46905,5141
2014.03.05 16:00:00,46900,46950,46830,46830,6805
2014.03.05 16:15:00,46830,46980,46825,46955,5158
2014.03.05 16:30:00,46960,47040,46880,46980,6458
2014.03.05 16:45:00,46985,47050,46900,46930,5002
2014.03.05 17:00:00,46930,46970,46880,46905,3642
2014.03.05 17:15:00,46905,46915,46860,46890,2352
2014.03.05 17:30:00,46885,46920,46875,46900,1664
2014.03.05 17:45:00,46905,46925,46815,46815,3169
2014.03.06 09:00:00,47000,47140,47000,47110,3994
2014.03.06 09:15:00,47105,47140,47050,47100,2867
2014.03.06 09:30:00,47095,47125,47030,47075,2152
2014.03.06 09:45:00,47060,47100,47010,47090,2284
2014.03.06 10:00:00,47085,47165,47040,47090,5485
2014.03.06 10:15:00,47095,47175,46925,46975,7465
2014.03.06 10:30:00,46975,47040,46850,46960,12740
2014.03.06 10:45:00,46965,47080,46930,46975,9998
2014.03.06 11:00:00,46970,47220,46960,47185,11689
2014.03.06 11:15:00,47185,47315,47140,47255,12400
2014.03.06 11:30:00,47255,47445,47250,47320,16596
2014.03.06 11:45:00,47320,47440,47305,47370,5448
2014.03.06 12:00:00,47375,47555,47360,47500,9038
2014.03.06 12:15:00,47500,47570,47405,47495,7654
2014.03.06 12:30:00,47495,47570,47470,47550,4263
2014.03.06 12:45:00,47555,47700,47550,47680,9009
2014.03.06 13:00:00,47685,47700,47615,47635,5083
2014.03.06 13:15:00,47630,47635,47565,47605,4282
2014.03.06 13:30:00,47605,47660,47585,47645,4870
2014.03.06 13:45:00,47640,47655,47600,47620,2204
2014.03.06 14:00:00,47620,47690,47615,47635,3709
2014.03.06 14:15:00,47635,47640,47515,47565,4988
2014.03.06 14:30:00,47560,47615,47535,47575,3724
2014.03.06 14:45:00,47580,47780,47575,47730,8773
2014.03.06 15:00:00,47735,47840,47730,47730,7990
2014.03.06 15:15:00,47735,47785,47715,47740,4011
2014.03.06 15:30:00,47735,47755,47600,47640,7710
2014.03.06 15:45:00,47640,47660,47355,47380,15074
2014.03.06 16:00:00,47380,47480,47355,47475,6067
2014.03.06 16:15:00,47480,47510,47410,47475,4290
2014.03.06 16:30:00,47475,47505,47435,47465,5040
2014.03.06 16:45:00,47460,47495,47390,47425,4222
2014.03.06 17:00:00,47420,47450,47380,47410,5009
2014.03.06 17:15:00,47410,47450,47395,47450,2579
2014.03.06 17:30:00,47445,47505,47445,47470,2672
2014.03.06 17:45:00,47465,47490,47440,47480,3335
2014.03.07 09:00:00,47310,47400,47175,47215,5115
2014.03.07 09:15:00,47225,47265,47185,47225,2750
2014.03.07 09:30:00,47225,47250,47115,47180,3969
2014.03.07 09:45:00,47180,47215,47135,47200,1750
2014.03.07 10:00:00,47200,47245,47020,47150,12169
2014.03.07 10:15:00,47145,47200,47050,47175,4867
2014.03.07 10:30:00,47180,47480,47135,47395,20590
2014.03.07 10:45:00,47385,47570,47365,47510,14766
